# FONLL heavy quark hadroproduction cross section, calculated on Wed Jan 21 16:45:22 CET 2026
# FONLL version and perturbative order: ## FONLL v1.4.0 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = meson. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 2680, ebeam2 = 2680
# PDF set = NNPDF30_nlo_as_0118
# ptmin = 0
# ptmax = 100
# ymin  = -0.5
# ymax  = 0.5
# Uncertainties from scales, masses combined quadratically
# cross section is ds/dpt (pb/GeV)
pt central min max min_sc max_sc min_mass max_mass fr=.5.5 fr=22 fr=21 fr=12 fr=1.5 fr=.51
60.4010 3.7855e+02 3.3220e+02 4.2995e+02 3.3242e+02 4.2976e+02 3.7401e+02 3.8302e+02 4.2169e+02 3.3991e+02 3.8690e+02 3.3242e+02 4.2976e+02 3.6919e+02
60.6516 3.7036e+02 3.2509e+02 4.2053e+02 3.2530e+02 4.2034e+02 3.6594e+02 3.7471e+02 4.1250e+02 3.3256e+02 3.7848e+02 3.2530e+02 4.2034e+02 3.6127e+02
60.9023 3.6237e+02 3.1815e+02 4.1135e+02 3.1836e+02 4.1116e+02 3.5806e+02 3.6662e+02 4.0354e+02 3.2540e+02 3.7026e+02 3.1836e+02 4.1116e+02 3.5356e+02
61.1529 3.5459e+02 3.1138e+02 4.0239e+02 3.1159e+02 4.0221e+02 3.5039e+02 3.5872e+02 3.9480e+02 3.1842e+02 3.6225e+02 3.1159e+02 4.0221e+02 3.4603e+02
61.4035 3.4699e+02 3.0479e+02 3.9366e+02 3.0499e+02 3.9349e+02 3.4290e+02 3.5102e+02 3.8628e+02 3.1161e+02 3.5444e+02 3.0499e+02 3.9349e+02 3.3870e+02
61.6541 3.3959e+02 2.9835e+02 3.8515e+02 2.9854e+02 3.8498e+02 3.3560e+02 3.4351e+02 3.7798e+02 3.0497e+02 3.4683e+02 2.9854e+02 3.8498e+02 3.3154e+02
61.9048 3.3236e+02 2.9207e+02 3.7685e+02 2.9226e+02 3.7669e+02 3.2847e+02 3.3619e+02 3.6988e+02 2.9849e+02 3.3940e+02 2.9226e+02 3.7669e+02 3.2456e+02
62.1554 3.2531e+02 2.8594e+02 3.6876e+02 2.8612e+02 3.6860e+02 3.2152e+02 3.2904e+02 3.6197e+02 2.9217e+02 3.3216e+02 2.8612e+02 3.6860e+02 3.1774e+02
62.4060 3.1844e+02 2.7996e+02 3.6087e+02 2.8014e+02 3.6071e+02 3.1474e+02 3.2207e+02 3.5427e+02 2.8600e+02 3.2509e+02 2.8014e+02 3.6071e+02 3.1109e+02
62.6566 3.1173e+02 2.7412e+02 3.5317e+02 2.7429e+02 3.5301e+02 3.0812e+02 3.1527e+02 3.4675e+02 2.7999e+02 3.1820e+02 2.7429e+02 3.5301e+02 3.0460e+02
62.9073 3.0518e+02 2.6842e+02 3.4566e+02 2.6859e+02 3.4551e+02 3.0167e+02 3.0863e+02 3.3941e+02 2.7411e+02 3.1147e+02 2.6859e+02 3.4551e+02 2.9826e+02
63.1579 2.9879e+02 2.6286e+02 3.3833e+02 2.6302e+02 3.3819e+02 2.9537e+02 3.0216e+02 3.3226e+02 2.6838e+02 3.0491e+02 2.6302e+02 3.3819e+02 2.9207e+02
63.4085 2.9255e+02 2.5742e+02 3.3119e+02 2.5758e+02 3.3105e+02 2.8921e+02 2.9584e+02 3.2527e+02 2.6279e+02 2.9851e+02 2.5758e+02 3.3105e+02 2.8603e+02
63.6591 2.8647e+02 2.5212e+02 3.2421e+02 2.5228e+02 3.2407e+02 2.8321e+02 2.8967e+02 3.1846e+02 2.5733e+02 2.9226e+02 2.5228e+02 3.2407e+02 2.8014e+02
63.9098 2.8053e+02 2.4694e+02 3.1741e+02 2.4709e+02 3.1727e+02 2.7735e+02 2.8365e+02 3.1181e+02 2.5200e+02 2.8616e+02 2.4709e+02 3.1727e+02 2.7438e+02
64.1604 2.7473e+02 2.4189e+02 3.1077e+02 2.4203e+02 3.1064e+02 2.7163e+02 2.7778e+02 3.0532e+02 2.4679e+02 2.8021e+02 2.4203e+02 3.1064e+02 2.6876e+02
64.4110 2.6907e+02 2.3695e+02 3.0429e+02 2.3709e+02 3.0416e+02 2.6604e+02 2.7204e+02 2.9898e+02 2.4171e+02 2.7440e+02 2.3709e+02 3.0416e+02 2.6327e+02
64.6617 2.6354e+02 2.3213e+02 2.9796e+02 2.3227e+02 2.9784e+02 2.6059e+02 2.6644e+02 2.9280e+02 2.3675e+02 2.6872e+02 2.3227e+02 2.9784e+02 2.5791e+02
64.9123 2.5814e+02 2.2742e+02 2.9179e+02 2.2755e+02 2.9167e+02 2.5526e+02 2.6097e+02 2.8676e+02 2.3191e+02 2.6319e+02 2.2755e+02 2.9167e+02 2.5267e+02
65.1629 2.5287e+02 2.2282e+02 2.8576e+02 2.2295e+02 2.8565e+02 2.5006e+02 2.5563e+02 2.8087e+02 2.2718e+02 2.5778e+02 2.2295e+02 2.8565e+02 2.4756e+02
65.4135 2.4772e+02 2.1832e+02 2.7988e+02 2.1845e+02 2.7977e+02 2.4498e+02 2.5042e+02 2.7511e+02 2.2256e+02 2.5250e+02 2.1845e+02 2.7977e+02 2.4256e+02
65.6642 2.4270e+02 2.1394e+02 2.7414e+02 2.1406e+02 2.7403e+02 2.4002e+02 2.4533e+02 2.6949e+02 2.1805e+02 2.4735e+02 2.1406e+02 2.7403e+02 2.3768e+02
65.9148 2.3779e+02 2.0965e+02 2.6853e+02 2.0977e+02 2.6842e+02 2.3518e+02 2.4036e+02 2.6400e+02 2.1364e+02 2.4231e+02 2.0977e+02 2.6842e+02 2.3291e+02
66.1654 2.3299e+02 2.0546e+02 2.6305e+02 2.0557e+02 2.6295e+02 2.3044e+02 2.3550e+02 2.5864e+02 2.0933e+02 2.3740e+02 2.0557e+02 2.6295e+02 2.2825e+02
66.4160 2.2831e+02 2.0136e+02 2.5771e+02 2.0148e+02 2.5760e+02 2.2582e+02 2.3076e+02 2.5341e+02 2.0513e+02 2.3260e+02 2.0148e+02 2.5760e+02 2.2370e+02
66.6667 2.2373e+02 1.9736e+02 2.5248e+02 1.9747e+02 2.5238e+02 2.2130e+02 2.2612e+02 2.4829e+02 2.0102e+02 2.2791e+02 1.9747e+02 2.5238e+02 2.1925e+02
66.9173 2.1926e+02 1.9345e+02 2.4738e+02 1.9356e+02 2.4729e+02 2.1689e+02 2.2160e+02 2.4330e+02 1.9701e+02 2.2333e+02 1.9356e+02 2.4729e+02 2.1491e+02
67.1679 2.1489e+02 1.8963e+02 2.4240e+02 1.8974e+02 2.4231e+02 2.1257e+02 2.1718e+02 2.3842e+02 1.9309e+02 2.1885e+02 1.8974e+02 2.4231e+02 2.1066e+02
67.4185 2.1062e+02 1.8590e+02 2.3754e+02 1.8600e+02 2.3744e+02 2.0836e+02 2.1285e+02 2.3366e+02 1.8925e+02 2.1448e+02 1.8600e+02 2.3744e+02 2.0651e+02
67.6692 2.0645e+02 1.8225e+02 2.3278e+02 1.8235e+02 2.3269e+02 2.0424e+02 2.0863e+02 2.2900e+02 1.8551e+02 2.1021e+02 1.8235e+02 2.3269e+02 2.0245e+02
67.9198 2.0238e+02 1.7868e+02 2.2814e+02 1.7878e+02 2.2805e+02 2.0022e+02 2.0450e+02 2.2445e+02 1.8185e+02 2.0603e+02 1.7878e+02 2.2805e+02 1.9848e+02
68.1704 1.9839e+02 1.7519e+02 2.2360e+02 1.7529e+02 2.2351e+02 1.9628e+02 2.0047e+02 2.2000e+02 1.7827e+02 2.0195e+02 1.7529e+02 2.2351e+02 1.9460e+02
68.4211 1.9450e+02 1.7178e+02 2.1916e+02 1.7187e+02 2.1908e+02 1.9244e+02 1.9653e+02 2.1566e+02 1.7477e+02 1.9797e+02 1.7187e+02 2.1908e+02 1.9081e+02
68.6717 1.9069e+02 1.6845e+02 2.1483e+02 1.6854e+02 2.1475e+02 1.8868e+02 1.9268e+02 2.1141e+02 1.7135e+02 1.9407e+02 1.6854e+02 2.1475e+02 1.8711e+02
68.9223 1.8697e+02 1.6519e+02 2.1060e+02 1.6528e+02 2.1052e+02 1.8500e+02 1.8891e+02 2.0726e+02 1.6801e+02 1.9026e+02 1.6528e+02 2.1052e+02 1.8349e+02
69.1729 1.8334e+02 1.6200e+02 2.0646e+02 1.6209e+02 2.0638e+02 1.8141e+02 1.8523e+02 2.0320e+02 1.6475e+02 1.8654e+02 1.6209e+02 2.0638e+02 1.7994e+02
69.4236 1.7978e+02 1.5888e+02 2.0241e+02 1.5897e+02 2.0234e+02 1.7790e+02 1.8163e+02 1.9924e+02 1.6155e+02 1.8290e+02 1.5897e+02 2.0234e+02 1.7648e+02
69.6742 1.7630e+02 1.5584e+02 1.9846e+02 1.5592e+02 1.9838e+02 1.7447e+02 1.7812e+02 1.9536e+02 1.5843e+02 1.7934e+02 1.5592e+02 1.9838e+02 1.7309e+02
69.9248 1.7291e+02 1.5286e+02 1.9459e+02 1.5294e+02 1.9452e+02 1.7111e+02 1.7468e+02 1.9157e+02 1.5538e+02 1.7587e+02 1.5294e+02 1.9452e+02 1.6978e+02
70.1754 1.6958e+02 1.4994e+02 1.9081e+02 1.5002e+02 1.9074e+02 1.6782e+02 1.7131e+02 1.8787e+02 1.5239e+02 1.7247e+02 1.5002e+02 1.9074e+02 1.6654e+02
70.4261 1.6633e+02 1.4709e+02 1.8712e+02 1.4716e+02 1.8705e+02 1.6461e+02 1.6802e+02 1.8424e+02 1.4947e+02 1.6914e+02 1.4716e+02 1.8705e+02 1.6337e+02
70.6767 1.6315e+02 1.4430e+02 1.8351e+02 1.4437e+02 1.8344e+02 1.6147e+02 1.6481e+02 1.8070e+02 1.4662e+02 1.6589e+02 1.4437e+02 1.8344e+02 1.6027e+02
70.9273 1.6004e+02 1.4157e+02 1.7997e+02 1.4164e+02 1.7991e+02 1.5840e+02 1.6166e+02 1.7724e+02 1.4382e+02 1.6271e+02 1.4164e+02 1.7991e+02 1.5724e+02
71.1779 1.5700e+02 1.3890e+02 1.7652e+02 1.3897e+02 1.7646e+02 1.5539e+02 1.5858e+02 1.7385e+02 1.4109e+02 1.5960e+02 1.3897e+02 1.7646e+02 1.5427e+02
71.4286 1.5403e+02 1.3629e+02 1.7314e+02 1.3636e+02 1.7308e+02 1.5245e+02 1.5557e+02 1.7053e+02 1.3842e+02 1.5656e+02 1.3636e+02 1.7308e+02 1.5137e+02
71.6792 1.5112e+02 1.3373e+02 1.6984e+02 1.3380e+02 1.6978e+02 1.4958e+02 1.5263e+02 1.6729e+02 1.3580e+02 1.5359e+02 1.3380e+02 1.6978e+02 1.4853e+02
71.9298 1.4827e+02 1.3124e+02 1.6661e+02 1.3130e+02 1.6655e+02 1.4676e+02 1.4975e+02 1.6412e+02 1.3324e+02 1.5068e+02 1.3130e+02 1.6655e+02 1.4575e+02
72.1805 1.4548e+02 1.2879e+02 1.6345e+02 1.2885e+02 1.6339e+02 1.4401e+02 1.4693e+02 1.6102e+02 1.3074e+02 1.4783e+02 1.2885e+02 1.6339e+02 1.4303e+02
72.4311 1.4276e+02 1.2639e+02 1.6035e+02 1.2646e+02 1.6030e+02 1.4132e+02 1.4418e+02 1.5799e+02 1.2829e+02 1.4504e+02 1.2646e+02 1.6030e+02 1.4037e+02
72.6817 1.4009e+02 1.2405e+02 1.5733e+02 1.2411e+02 1.5727e+02 1.3868e+02 1.4148e+02 1.5502e+02 1.2590e+02 1.4232e+02 1.2411e+02 1.5727e+02 1.3777e+02
72.9323 1.3748e+02 1.2176e+02 1.5437e+02 1.2182e+02 1.5432e+02 1.3610e+02 1.3884e+02 1.5211e+02 1.2355e+02 1.3965e+02 1.2182e+02 1.5432e+02 1.3522e+02
73.1830 1.3493e+02 1.1952e+02 1.5148e+02 1.1958e+02 1.5142e+02 1.3358e+02 1.3626e+02 1.4927e+02 1.2126e+02 1.3704e+02 1.1958e+02 1.5142e+02 1.3273e+02
73.4336 1.3243e+02 1.1732e+02 1.4864e+02 1.1738e+02 1.4859e+02 1.3111e+02 1.3373e+02 1.4649e+02 1.1901e+02 1.3449e+02 1.1738e+02 1.4859e+02 1.3029e+02
73.6842 1.2998e+02 1.1517e+02 1.4587e+02 1.1523e+02 1.4582e+02 1.2869e+02 1.3125e+02 1.4377e+02 1.1681e+02 1.3199e+02 1.1523e+02 1.4582e+02 1.2790e+02
73.9348 1.2759e+02 1.1306e+02 1.4316e+02 1.1312e+02 1.4311e+02 1.2632e+02 1.2883e+02 1.4110e+02 1.1466e+02 1.2955e+02 1.1312e+02 1.4311e+02 1.2556e+02
74.1855 1.2524e+02 1.1100e+02 1.4050e+02 1.1106e+02 1.4045e+02 1.2401e+02 1.2646e+02 1.3850e+02 1.1256e+02 1.2716e+02 1.1106e+02 1.4045e+02 1.2327e+02
74.4361 1.2295e+02 1.0899e+02 1.3790e+02 1.0904e+02 1.3786e+02 1.2174e+02 1.2414e+02 1.3595e+02 1.1050e+02 1.2481e+02 1.0904e+02 1.3786e+02 1.2103e+02
74.6867 1.2070e+02 1.0701e+02 1.3536e+02 1.0706e+02 1.3531e+02 1.1952e+02 1.2187e+02 1.3345e+02 1.0848e+02 1.2252e+02 1.0706e+02 1.3531e+02 1.1884e+02
74.9373 1.1851e+02 1.0508e+02 1.3287e+02 1.0513e+02 1.3282e+02 1.1735e+02 1.1965e+02 1.3100e+02 1.0650e+02 1.2028e+02 1.0513e+02 1.3282e+02 1.1669e+02
75.1880 1.1635e+02 1.0319e+02 1.3043e+02 1.0323e+02 1.3039e+02 1.1522e+02 1.1747e+02 1.2861e+02 1.0457e+02 1.1808e+02 1.0323e+02 1.3039e+02 1.1459e+02
75.4386 1.1425e+02 1.0133e+02 1.2805e+02 1.0138e+02 1.2800e+02 1.1313e+02 1.1534e+02 1.2627e+02 1.0267e+02 1.1593e+02 1.0138e+02 1.2800e+02 1.1253e+02
75.6892 1.1218e+02 9.9516e+01 1.2571e+02 9.9563e+01 1.2567e+02 1.1109e+02 1.1326e+02 1.2397e+02 1.0082e+02 1.1382e+02 9.9563e+01 1.2567e+02 1.1051e+02
75.9398 1.1016e+02 9.7738e+01 1.2343e+02 9.7784e+01 1.2338e+02 1.0909e+02 1.1121e+02 1.2173e+02 9.9005e+01 1.1176e+02 9.7784e+01 1.2338e+02 1.0853e+02
76.1905 1.0818e+02 9.5996e+01 1.2119e+02 9.6041e+01 1.2115e+02 1.0714e+02 1.0921e+02 1.1953e+02 9.7226e+01 1.0974e+02 9.6041e+01 1.2115e+02 1.0660e+02
76.4411 1.0624e+02 9.4289e+01 1.1899e+02 9.4333e+01 1.1895e+02 1.0522e+02 1.0725e+02 1.1738e+02 9.5484e+01 1.0776e+02 9.4333e+01 1.1895e+02 1.0470e+02
76.6917 1.0434e+02 9.2617e+01 1.1685e+02 9.2660e+01 1.1681e+02 1.0334e+02 1.0533e+02 1.1527e+02 9.3778e+01 1.0583e+02 9.2660e+01 1.1681e+02 1.0285e+02
76.9424 1.0248e+02 9.0980e+01 1.1474e+02 9.1022e+01 1.1471e+02 1.0150e+02 1.0345e+02 1.1320e+02 9.2107e+01 1.0393e+02 9.1022e+01 1.1471e+02 1.0103e+02
77.1930 1.0066e+02 8.9375e+01 1.1269e+02 8.9416e+01 1.1265e+02 9.9701e+01 1.0161e+02 1.1118e+02 9.0469e+01 1.0207e+02 8.9416e+01 1.1265e+02 9.9245e+01
77.4436 9.8878e+01 8.7803e+01 1.1067e+02 8.7843e+01 1.1063e+02 9.7936e+01 9.9808e+01 1.0919e+02 8.8866e+01 1.0025e+02 8.7843e+01 1.1063e+02 9.7499e+01
77.6942 9.7130e+01 8.6262e+01 1.0869e+02 8.6301e+01 1.0866e+02 9.6206e+01 9.8041e+01 1.0725e+02 8.7294e+01 9.8467e+01 8.6301e+01 1.0866e+02 9.5788e+01
77.9449 9.5416e+01 8.4752e+01 1.0676e+02 8.4791e+01 1.0672e+02 9.4512e+01 9.6309e+01 1.0535e+02 8.5755e+01 9.6721e+01 8.4791e+01 1.0672e+02 9.4111e+01
78.1955 9.3738e+01 8.3273e+01 1.0486e+02 8.3310e+01 1.0483e+02 9.2852e+01 9.4613e+01 1.0349e+02 8.4247e+01 9.5010e+01 8.3310e+01 1.0483e+02 9.2468e+01
78.4461 9.2094e+01 8.1823e+01 1.0301e+02 8.1859e+01 1.0297e+02 9.1225e+01 9.2951e+01 1.0166e+02 8.2769e+01 9.3334e+01 8.1859e+01 1.0297e+02 9.0857e+01
78.6967 9.0482e+01 8.0401e+01 1.0119e+02 8.0438e+01 1.0116e+02 8.9630e+01 9.1322e+01 9.9875e+01 8.1320e+01 9.1692e+01 8.0438e+01 1.0116e+02 8.9279e+01
78.9474 8.8903e+01 7.9009e+01 9.9406e+01 7.9044e+01 9.9374e+01 8.8068e+01 8.9726e+01 9.8123e+01 7.9901e+01 9.0083e+01 7.9044e+01 9.9374e+01 8.7732e+01
79.1980 8.7355e+01 7.7643e+01 9.7660e+01 7.7678e+01 9.7629e+01 8.6537e+01 8.8162e+01 9.6406e+01 7.8510e+01 8.8506e+01 7.7678e+01 9.7629e+01 8.6215e+01
79.4486 8.5838e+01 7.6305e+01 9.5949e+01 7.6339e+01 9.5918e+01 8.5036e+01 8.6630e+01 9.4723e+01 7.7147e+01 8.6961e+01 7.6339e+01 9.5918e+01 8.4729e+01
79.6992 8.4352e+01 7.4993e+01 9.4273e+01 7.5026e+01 9.4243e+01 8.3566e+01 8.5127e+01 9.3074e+01 7.5811e+01 8.5447e+01 7.5026e+01 9.4243e+01 8.3272e+01
79.9499 8.2894e+01 7.3707e+01 9.2630e+01 7.3739e+01 9.2600e+01 8.2124e+01 8.3655e+01 9.1458e+01 7.4502e+01 8.3963e+01 7.3739e+01 9.2600e+01 8.1844e+01
80.2005 8.1466e+01 7.2446e+01 9.1020e+01 7.2478e+01 9.0991e+01 8.0710e+01 8.2212e+01 8.9874e+01 7.3218e+01 8.2509e+01 7.2478e+01 9.0991e+01 8.0443e+01
80.4511 8.0066e+01 7.1210e+01 8.9442e+01 7.1241e+01 8.9414e+01 7.9325e+01 8.0797e+01 8.8322e+01 7.1960e+01 8.1083e+01 7.1241e+01 8.9414e+01 7.9070e+01
80.7018 7.8693e+01 6.9998e+01 8.7896e+01 7.0028e+01 8.7868e+01 7.7967e+01 7.9410e+01 8.6800e+01 7.0726e+01 7.9686e+01 7.0028e+01 8.7868e+01 7.7724e+01
80.9524 7.7347e+01 6.8809e+01 8.6380e+01 6.8839e+01 8.6352e+01 7.6635e+01 7.8051e+01 8.5309e+01 6.9517e+01 7.8316e+01 6.8839e+01 8.6352e+01 7.6404e+01
81.2030 7.6028e+01 6.7644e+01 8.4894e+01 6.7673e+01 8.4867e+01 7.5330e+01 7.6718e+01 8.3846e+01 6.8331e+01 7.6973e+01 6.7673e+01 8.4867e+01 7.5110e+01
81.4536 7.4735e+01 6.6501e+01 8.3437e+01 6.6529e+01 8.3411e+01 7.4050e+01 7.5411e+01 8.2413e+01 6.7169e+01 7.5657e+01 6.6529e+01 8.3411e+01 7.3841e+01
81.7043 7.3466e+01 6.5380e+01 8.2009e+01 6.5408e+01 8.1984e+01 7.2794e+01 7.4130e+01 8.1008e+01 6.6029e+01 7.4366e+01 6.5408e+01 8.1984e+01 7.2596e+01
81.9549 7.2223e+01 6.4281e+01 8.0610e+01 6.4308e+01 8.0584e+01 7.1564e+01 7.2874e+01 7.9630e+01 6.4911e+01 7.3101e+01 6.4308e+01 8.0584e+01 7.1376e+01
82.2055 7.1003e+01 6.3203e+01 7.9237e+01 6.3230e+01 7.9212e+01 7.0357e+01 7.1642e+01 7.8279e+01 6.3815e+01 7.1860e+01 6.3230e+01 7.9212e+01 7.0178e+01
82.4561 6.9807e+01 6.2145e+01 7.7891e+01 6.2172e+01 7.7867e+01 6.9173e+01 7.0434e+01 7.6954e+01 6.2740e+01 7.0644e+01 6.2172e+01 7.7867e+01 6.9004e+01
82.7068 6.8634e+01 6.1108e+01 7.6572e+01 6.1134e+01 7.6548e+01 6.8012e+01 6.9249e+01 7.5655e+01 6.1686e+01 6.9451e+01 6.1134e+01 7.6548e+01 6.7853e+01
82.9574 6.7484e+01 6.0091e+01 7.5278e+01 6.0116e+01 7.5255e+01 6.6873e+01 6.8087e+01 7.4381e+01 6.0652e+01 6.8281e+01 6.0116e+01 7.5255e+01 6.6723e+01
83.2080 6.6355e+01 5.9093e+01 7.4009e+01 5.9117e+01 7.3986e+01 6.5757e+01 6.6947e+01 7.3131e+01 5.9638e+01 6.7133e+01 5.9117e+01 7.3986e+01 6.5615e+01
83.4586 6.5249e+01 5.8114e+01 7.2765e+01 5.8138e+01 7.2742e+01 6.4661e+01 6.5829e+01 7.1906e+01 5.8643e+01 6.6008e+01 5.8138e+01 7.2742e+01 6.4527e+01
83.7093 6.4163e+01 5.7153e+01 7.1544e+01 5.7177e+01 7.1522e+01 6.3586e+01 6.4733e+01 7.0704e+01 5.7667e+01 6.4904e+01 5.7177e+01 7.1522e+01 6.3461e+01
83.9599 6.3098e+01 5.6211e+01 7.0348e+01 5.6234e+01 7.0326e+01 6.2532e+01 6.3657e+01 6.9525e+01 5.6710e+01 6.3822e+01 5.6234e+01 7.0326e+01 6.2414e+01
84.2105 6.2053e+01 5.5286e+01 6.9174e+01 5.5309e+01 6.9152e+01 6.1498e+01 6.2602e+01 6.8369e+01 5.5771e+01 6.2760e+01 5.5309e+01 6.9152e+01 6.1388e+01
84.4612 6.1028e+01 5.4379e+01 6.8022e+01 5.4401e+01 6.8001e+01 6.0483e+01 6.1567e+01 6.7234e+01 5.4850e+01 6.1718e+01 5.4401e+01 6.8001e+01 6.0380e+01
84.7118 6.0023e+01 5.3489e+01 6.6892e+01 5.3511e+01 6.6872e+01 5.9488e+01 6.0552e+01 6.6122e+01 5.3946e+01 6.0696e+01 5.3511e+01 6.6872e+01 5.9392e+01
84.9624 5.9036e+01 5.2615e+01 6.5784e+01 5.2637e+01 6.5764e+01 5.8511e+01 5.9555e+01 6.5030e+01 5.3059e+01 5.9694e+01 5.2637e+01 6.5764e+01 5.8422e+01
85.2130 5.8068e+01 5.1758e+01 6.4697e+01 5.1779e+01 6.4678e+01 5.7553e+01 5.8578e+01 6.3959e+01 5.2189e+01 5.8710e+01 5.1779e+01 6.4678e+01 5.7470e+01
85.4637 5.7118e+01 5.0917e+01 6.3631e+01 5.0937e+01 6.3612e+01 5.6612e+01 5.7618e+01 6.2908e+01 5.1335e+01 5.7745e+01 5.0937e+01 6.3612e+01 5.6536e+01
85.7143 5.6186e+01 5.0091e+01 6.2584e+01 5.0111e+01 6.2566e+01 5.5689e+01 5.6677e+01 6.1877e+01 5.0498e+01 5.6798e+01 5.0111e+01 6.2566e+01 5.5619e+01
85.9649 5.5271e+01 4.9281e+01 6.1558e+01 4.9300e+01 6.1539e+01 5.4784e+01 5.5754e+01 6.0865e+01 4.9675e+01 5.5869e+01 4.9300e+01 6.1539e+01 5.4719e+01
86.2155 5.4373e+01 4.8485e+01 6.0550e+01 4.8505e+01 6.0532e+01 5.3895e+01 5.4847e+01 5.9873e+01 4.8868e+01 5.4957e+01 4.8505e+01 6.0532e+01 5.3836e+01
86.4662 5.3492e+01 4.7705e+01 5.9562e+01 4.7724e+01 5.9544e+01 5.3023e+01 5.3958e+01 5.8898e+01 4.8077e+01 5.4063e+01 4.7724e+01 5.9544e+01 5.2969e+01
86.7168 5.2628e+01 4.6938e+01 5.8592e+01 4.6957e+01 5.8574e+01 5.2166e+01 5.3084e+01 5.7942e+01 4.7299e+01 5.3184e+01 4.6957e+01 5.8574e+01 5.2119e+01
86.9674 5.1779e+01 4.6186e+01 5.7640e+01 4.6205e+01 5.7623e+01 5.1326e+01 5.2227e+01 5.7004e+01 4.6536e+01 5.2323e+01 4.6205e+01 5.7623e+01 5.1283e+01
87.2180 5.0946e+01 4.5448e+01 5.6706e+01 4.5466e+01 5.6689e+01 5.0501e+01 5.1386e+01 5.6083e+01 4.5788e+01 5.1477e+01 4.5466e+01 5.6689e+01 5.0464e+01
87.4687 5.0128e+01 4.4723e+01 5.5789e+01 4.4740e+01 5.5772e+01 4.9691e+01 5.0561e+01 5.5179e+01 4.5053e+01 5.0647e+01 4.4740e+01 5.5772e+01 4.9658e+01
87.7193 4.9325e+01 4.4011e+01 5.4889e+01 4.4028e+01 5.4872e+01 4.8896e+01 4.9750e+01 5.4292e+01 4.4331e+01 4.9832e+01 4.4028e+01 5.4872e+01 4.8868e+01
87.9699 4.8537e+01 4.3312e+01 5.4005e+01 4.3329e+01 5.3989e+01 4.8116e+01 4.8955e+01 5.3421e+01 4.3623e+01 4.9032e+01 4.3329e+01 5.3989e+01 4.8093e+01
88.2206 4.7764e+01 4.2626e+01 5.3138e+01 4.2643e+01 5.3122e+01 4.7350e+01 4.8174e+01 5.2566e+01 4.2927e+01 4.8247e+01 4.2643e+01 5.3122e+01 4.7331e+01
88.4712 4.7004e+01 4.1952e+01 5.2287e+01 4.1969e+01 5.2271e+01 4.6597e+01 4.7407e+01 5.1726e+01 4.2245e+01 4.7476e+01 4.1969e+01 5.2271e+01 4.6583e+01
88.7218 4.6258e+01 4.1291e+01 5.1451e+01 4.1307e+01 5.1436e+01 4.5859e+01 4.6654e+01 5.0902e+01 4.1574e+01 4.6719e+01 4.1307e+01 5.1436e+01 4.5848e+01
88.9724 4.5526e+01 4.0641e+01 5.0631e+01 4.0657e+01 5.0616e+01 4.5134e+01 4.5915e+01 5.0093e+01 4.0916e+01 4.5976e+01 4.0657e+01 5.0616e+01 4.5127e+01
89.2231 4.4807e+01 4.0003e+01 4.9825e+01 4.0019e+01 4.9811e+01 4.4422e+01 4.5189e+01 4.9299e+01 4.0270e+01 4.5246e+01 4.0019e+01 4.9811e+01 4.4419e+01
89.4737 4.4101e+01 3.9377e+01 4.9034e+01 3.9392e+01 4.9020e+01 4.3722e+01 4.4476e+01 4.8519e+01 3.9635e+01 4.4530e+01 3.9392e+01 4.9020e+01 4.3723e+01
89.7243 4.3408e+01 3.8762e+01 4.8258e+01 3.8777e+01 4.8244e+01 4.3036e+01 4.3777e+01 4.7753e+01 3.9012e+01 4.3827e+01 3.8777e+01 4.8244e+01 4.3040e+01
89.9749 4.2727e+01 3.8157e+01 4.7495e+01 3.8172e+01 4.7482e+01 4.2361e+01 4.3089e+01 4.7001e+01 3.8400e+01 4.3136e+01 3.8172e+01 4.7482e+01 4.2369e+01
90.2256 4.2058e+01 3.7564e+01 4.6747e+01 3.7578e+01 4.6733e+01 4.1699e+01 4.2414e+01 4.6263e+01 3.7799e+01 4.2458e+01 3.7578e+01 4.6733e+01 4.1711e+01
90.4762 4.1402e+01 3.6981e+01 4.6012e+01 3.6995e+01 4.5998e+01 4.1048e+01 4.1752e+01 4.5537e+01 3.7209e+01 4.1792e+01 3.6995e+01 4.5998e+01 4.1063e+01
90.7268 4.0757e+01 3.6408e+01 4.5290e+01 3.6422e+01 4.5276e+01 4.0410e+01 4.1100e+01 4.4825e+01 3.6629e+01 4.1138e+01 3.6422e+01 4.5276e+01 4.0428e+01
90.9774 4.0123e+01 3.5846e+01 4.4581e+01 3.5859e+01 4.4568e+01 3.9782e+01 4.0461e+01 4.4126e+01 3.6059e+01 4.0495e+01 3.5859e+01 4.4568e+01 3.9803e+01
91.2281 3.9501e+01 3.5293e+01 4.3884e+01 3.5307e+01 4.3871e+01 3.9166e+01 3.9833e+01 4.3438e+01 3.5500e+01 3.9864e+01 3.5307e+01 4.3871e+01 3.9190e+01
91.4787 3.8889e+01 3.4751e+01 4.3200e+01 3.4764e+01 4.3188e+01 3.8560e+01 3.9216e+01 4.2764e+01 3.4951e+01 3.9244e+01 3.4764e+01 4.3188e+01 3.8587e+01
