D/Ds/HF electrons' R_AA and v2 in Pb+Pb 5.02 TeV collisions

for R_AA, two columns encompass the most relevant uncertainty from charm shadowing
for v2, two columns encompass the uncertainty from charm quark coalescence probability


-----------------------------------------------------------------
D-meson R_AA 30-50%  

pT(GeV)     R_AA

11.9	0.59822	0.62671
12.1	0.59825	0.62849
12.3	0.60259	0.63048
12.5	0.604	0.63213
12.7	0.605	0.63407
12.9	0.60592	0.63528
13.1	0.60692	0.63655
13.3	0.61001	0.6386
13.5	0.60998	0.64001
13.7	0.61228	0.6416
13.9	0.61201	0.64319
14.1	0.614	0.64476
14.3	0.61672	0.64622
14.5	0.61645	0.64703
14.7	0.61883	0.64856
14.9	0.61843	0.64962
15.1	0.61783	0.65018
15.3	0.6208	0.6516
15.5	0.62374	0.65291
15.7	0.62211	0.65328
15.9	0.62165	0.65403
16.1	0.62371	0.65528
16.3	0.62315	0.65588
16.5	0.62502	0.65626
16.7	0.62496	0.65673
16.9	0.62598	0.65748
17.1	0.62484	0.65694
17.3	0.62502	0.65883
17.5	0.62614	0.65754
17.7	0.62612	0.65957
17.9	0.62914	0.65862
18.1	0.6273	0.6592
18.3	0.62849	0.66048
18.5	0.62784	0.66007
18.7	0.62826	0.66035
18.9	0.62927	0.66083
19.1	0.62921	0.66143
19.3	0.62836	0.66053
19.5	0.6272	0.66181
19.7	0.62703	0.66164
19.9	0.62873	0.66114

--------------------------------------------------
HF electrons v2 from D+B decays

pT(GeV)       v2

0.1	-0.00281 -0.0029
0.3	-0.00261 -0.00306
0.5	0.01105	0.01346
0.7	0.03145	0.03472
0.9	0.05062	0.05422
1.1	0.06619	0.07119
1.3	0.07812	0.08302
1.5	0.08424	0.0922
1.7	0.08636	0.09635
1.9	0.08432	0.09651
2.1	0.08089	0.09535
2.3	0.07576	0.08984
2.5	0.07149	0.08488
2.7	0.06759	0.07973
2.9	0.06303	0.07559
3.1	0.05973	0.07077
3.3	0.05719	0.06671
3.5	0.05512	0.06378
3.7	0.05193	0.06155
3.9	0.05046	0.05972
4.1	0.04826	0.05583
4.3	0.04692	0.05485
4.5	0.04382	0.05221
4.7	0.04197	0.05039
4.9	0.04086	0.0492
5.1	0.0386	0.04748
5.3	0.03736	0.04568
5.5	0.03609	0.04438
5.7	0.03431	0.04259
5.9	0.03387	0.04083
6.1	0.03228	0.03951
6.3	0.03081	0.03808
6.5	0.03009	0.03621
6.7	0.02932	0.03642
6.9	0.02877	0.03544
7.1	0.02771	0.03346
7.3	0.02735	0.03357
7.5	0.02779	0.03245
7.7	0.02708	0.03065
7.9	0.02686	0.03015
8.1	0.02549	0.02982
8.3	0.02447	0.02814
8.5	0.02464	0.02812
8.7	0.02432	0.02793
8.9	0.02421	0.02649
9.1	0.02313	0.02617
9.3	0.02271	0.02612
9.5	0.02351	0.02556
9.7	0.02246	0.02462
9.9	0.02208	0.02488
10.1	0.02209	0.0248
10.3	0.02153	0.0236
10.5	0.02178	0.02342
10.7	0.02156	0.02361
10.9	0.02134	0.02376
11.1	0.02106	0.02292
11.3	0.02135	0.02319
11.5	0.02202	0.02316
11.7	0.02201	0.02272
11.9	0.02109	0.02331
12.1	0.02131	0.02294
12.3	0.02058	0.02232
12.5	0.02002	0.02256
12.7	0.02103	0.02327
12.9	0.01934	0.02332
13.1	0.02029	0.02225
13.3	0.02022	0.02163
13.5	0.02071	0.02282
13.7	0.02031	0.02325
13.9	0.02136	0.02206
14.1	0.0209	0.02087
14.3	0.01975	0.02268
14.5	0.0215	0.02347
14.7	0.02091	0.02225
14.9	0.02103	0.02204
 
